City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,udachny,66.4167,112.4,-41.7,100,60,2.64,RU,1738683618
365,ancud,-41.8697,-73.8203,18.24,56,15,1.19,CL,1738683620
366,periyapatti,10.75,77.2667,22.43,44,13,3.31,IN,1738683621
367,den burg,53.0542,4.7972,5.99,81,100,9.26,NL,1738683622
368,madang,-5.2246,145.7966,24.66,91,100,1.76,PG,1738683623
369,boende,-0.2167,20.8667,32.43,42,100,1.8,CD,1738683624
370,naze,28.3667,129.4833,8.51,59,100,10.29,JP,1738683625
371,bandarbeyla,9.4942,50.8122,22.85,67,9,9.65,SO,1738683357
372,pauini,-7.7136,-66.9764,32.34,47,100,1.47,BR,1738683627
373,richards bay,-28.783,32.0377,28.89,74,0,6.81,ZA,1738683628
374,kuhsan,34.6539,61.1978,7.61,35,5,3.3,AF,1738683629
375,maun,-19.9833,23.4167,32.88,33,49,2.95,BW,1738683631
376,bilokurakyne,49.5341,38.7307,0.42,61,100,5.24,UA,1738683632
377,midvagur,62.0511,-7.1939,4.46,75,75,7.72,FO,1738683633
378,peace river,56.2501,-117.286,-33.83,85,0,2.06,CA,1738683634
379,greymouth,-42.4667,171.2,13.38,94,99,1.58,NZ,1738683635
380,kiunga,-6.1219,141.2906,22.93,91,100,0.88,PG,1738683636
381,labrador city,52.9463,-66.9114,-19.05,78,75,4.63,CA,1738683637
382,kalmunai,7.4167,81.8167,25.63,76,95,3.96,LK,1738683638
383,jackson,42.4165,-122.8345,1.03,95,100,0.0,US,1738683428
384,bocas del toro,9.3333,-82.25,25.96,68,75,2.38,PA,1738683640
385,brisas de zicatela,15.8369,-97.0419,28.29,65,20,1.54,MX,1738683642
386,paragominas,-2.9667,-47.4833,24.16,90,100,0.92,BR,1738683643
387,porto novo,6.4965,2.6036,31.9,50,14,4.93,BJ,1738683644
388,chiang rai,19.9167,99.9167,24.99,61,20,3.09,TH,1738683645
389,boiling springs,35.0465,-81.9818,20.66,47,0,4.73,US,1738683515
390,kerikeri,-35.2268,173.9474,13.84,88,4,1.69,NZ,1738683647
391,jawf al maqbabah,13.8378,45.8349,17.4,65,0,1.09,YE,1738683648
392,polyarnyy,69.1989,33.4478,-19.79,99,70,5.63,RU,1738683649
393,ust'-kulom,61.6864,53.6902,-6.45,94,100,3.48,RU,1738683650
394,kenora,49.8167,-94.4337,-24.46,77,75,2.57,CA,1738683585
395,wiwili,13.6268,-85.8254,21.97,89,99,1.91,NI,1738683653
396,weno,7.4515,151.8468,23.97,94,75,2.06,FM,1738683654
397,afaahiti,-17.75,-149.2833,25.97,76,24,4.37,PF,1738683655
398,beyneu,45.3167,55.2,-0.95,72,85,5.3,KZ,1738683656
399,dedougou,12.4667,-3.4667,35.12,11,55,2.94,BF,1738683657
400,lubang,13.8584,120.124,25.97,79,88,10.37,PH,1738683658
401,okhotsk,59.3833,143.3,-28.42,88,71,3.46,RU,1738683659
402,chernyshevskiy,63.0128,112.4714,-31.62,89,100,5.91,RU,1738683660
403,belmonte,-15.8631,-38.8828,29.7,52,0,3.98,BR,1738683661
404,mathis,28.0945,-97.828,23.22,36,30,5.13,US,1738683664
405,starodub,52.5844,32.7633,-1.97,72,100,3.31,RU,1738683665
406,dolinsk,47.35,142.8,-2.78,95,100,9.27,RU,1738683666
407,mpulungu,-8.7623,31.1141,24.02,83,100,0.73,ZM,1738683667
408,santa catalina,9.3337,122.8637,25.39,82,96,3.54,PH,1738683668
409,kidal,18.4411,1.4078,29.47,7,100,4.96,ML,1738683669
410,ambovombe,-25.1667,46.0833,24.48,78,31,9.02,MG,1738683670
411,moussoro,13.6408,16.4901,33.72,7,35,4.28,TD,1738683671
412,merizo village,13.2658,144.6691,27.31,87,100,8.39,GU,1738683672
413,bucerias,20.75,-105.3333,17.99,68,0,1.03,MX,1738683673
414,saint-jean-de-monts,46.7833,-2.0667,10.41,89,0,4.57,FR,1738683675
415,keila,59.3036,24.4131,-3.12,80,75,2.57,EE,1738683676
416,odemira,37.598,-8.6397,15.7,48,33,2.54,PT,1738683677
417,boca do acre,-8.7522,-67.3978,32.58,46,98,1.84,BR,1738683678
418,qarqaraly,49.4058,75.4742,-12.63,97,26,3.9,KZ,1738683679
419,orizona,-17.0314,-48.2958,23.19,81,100,1.36,BR,1738683680
420,villa gesell,-37.2639,-56.973,21.82,64,2,8.96,AR,1738683403
421,norfolk county,42.1668,-71.2495,5.79,63,20,6.17,US,1738683682
422,hammerfest,70.6634,23.6821,-10.75,67,100,11.32,NO,1738683683
423,susanville,40.4163,-120.653,3.91,93,100,3.6,US,1738683684
424,kaiapoi,-43.3783,172.6401,13.93,85,100,2.06,NZ,1738683686
425,shitanjing,39.2342,106.3439,-12.83,48,19,3.3,CN,1738683687
426,christchurch,-43.5333,172.6333,13.84,79,100,2.06,NZ,1738683682
427,newman,37.3138,-121.0208,11.14,84,100,1.79,US,1738683689
428,rawson,-43.3002,-65.1023,19.16,26,0,5.14,AR,1738683426
429,ngambe,4.2333,10.6167,31.41,43,85,2.69,CM,1738683691
430,alice springs,-23.7,133.8833,29.75,30,0,5.66,AU,1738683692
431,karymskoye,51.6167,114.35,-18.52,94,100,5.99,RU,1738683693
432,ceeldheer,3.8488,47.1806,24.67,76,34,9.66,SO,1738683694
433,micheweni,-4.9667,39.8333,26.68,77,100,8.28,TZ,1738683696
434,dothan,31.2232,-85.3905,17.95,94,0,2.42,US,1738683697
435,viqueque,-8.8673,126.3658,24.7,91,100,2.2,TL,1738683698
436,chaoyang,41.5703,120.4586,-14.26,65,67,2.93,CN,1738683699
437,kristiansund,63.1115,7.732,7.36,81,0,1.03,NO,1738683700
438,petropavlovsk-kamchatsky,53.0452,158.6483,-8.67,79,75,2.0,RU,1738683701
439,carutapera,-1.195,-46.02,28.4,77,98,3.11,BR,1738683702
440,yung shue wan,22.2333,114.1167,14.82,68,43,6.93,HK,1738683703
441,port moresby,-9.4431,147.1797,24.68,94,40,2.57,PG,1738683704
442,santana,-0.0583,-51.1817,30.1,70,40,3.09,BR,1738683533
443,amungan,15.3652,119.9582,25.01,82,100,1.36,PH,1738683706
444,badagry,6.4167,2.8833,31.13,60,36,5.11,NG,1738683708
445,arraial do cabo,-22.9661,-42.0278,33.98,65,0,4.63,BR,1738683709
446,touros,-5.1989,-35.4608,30.32,62,62,6.73,BR,1738683710
447,lascano,-33.6667,-54.2,38.99,23,0,1.23,UY,1738683711
448,chunskiy,56.0815,99.6342,-15.09,90,100,6.83,RU,1738683712
449,dawesville,30.9224,-84.0091,18.17,75,0,2.06,US,1738683713
450,tabuk,17.4189,121.4443,18.96,97,100,3.42,PH,1738683714
451,gulf shores,30.246,-87.7008,18.36,89,75,0.0,US,1738683715
452,sanger,36.708,-119.556,10.24,86,100,5.14,US,1738683716
453,kuanda,56.3161,116.0806,-26.8,99,100,0.44,RU,1738683717
454,ronneby,56.21,15.276,1.28,93,100,2.06,SE,1738683719
455,kujang-up,39.8672,126.0303,-15.7,89,13,0.82,KP,1738683721
456,odoyev,53.9393,36.6864,-2.59,84,48,2.71,RU,1738683722
457,ushtobe,45.2514,77.9838,-15.88,94,15,1.94,KZ,1738683723
458,yartsevo,55.0667,32.6964,-2.77,70,100,1.53,RU,1738683724
459,raigarh,21.9,83.4,24.08,36,34,0.94,IN,1738683725
460,selfoss,63.9331,-20.9971,-0.53,85,74,12.33,IS,1738683727
461,novodvinsk,64.4165,40.8122,-15.14,99,73,0.91,RU,1738683728
462,takanosu,40.2219,140.3694,-3.86,77,100,8.28,JP,1738683729
463,kayangel,8.0823,134.7173,27.25,80,100,5.8,PW,1738683730
464,tarsus,36.9188,34.8784,13.74,81,3,1.78,TR,1738683731
465,walvis bay,-22.9575,14.5053,21.08,73,67,5.83,NA,1738683732
466,chanika,-5.4167,38.0167,22.07,90,90,2.52,TZ,1738683733
467,kashgar,39.4547,75.9797,-1.44,31,40,2.0,CN,1738683734
468,detroit lakes,46.8172,-95.8453,-21.06,77,40,4.12,US,1738683533
469,cartagena del chaira,1.3349,-74.8429,32.76,37,92,2.97,CO,1738683737
470,debark',13.1561,37.8981,17.2,23,13,0.15,ET,1738683738
471,mead,47.7674,-117.3549,-3.44,78,100,3.13,US,1738683739
472,kloulklubed,7.0419,134.2556,25.91,85,100,3.32,PW,1738683740
473,ust'-ordynskiy,52.805,104.7508,-12.31,87,100,10.58,RU,1738683741
474,roja,57.5,22.8167,0.16,88,100,3.07,LV,1738683742
475,huotong,26.8497,119.4181,5.35,82,0,0.88,CN,1738683743
476,oppdal,62.5943,9.6912,0.28,89,100,7.13,NO,1738683745
477,ndende,-2.4008,11.3581,28.62,77,83,1.46,GA,1738683746
478,ar ruways,24.1103,52.7306,16.02,51,0,2.24,AE,1738683747
479,akureyri,65.6835,-18.0878,-0.04,69,40,4.63,IS,1738683748
480,podporozh'ye,60.9112,34.1706,-19.65,99,42,1.2,RU,1738683749
481,paranavai,-23.0731,-52.4653,24.38,86,100,5.73,BR,1738683629
482,gao,16.6362,1.637,32.06,9,84,4.82,ML,1738683751
483,dryden,49.7833,-92.7503,-25.84,84,20,2.57,CA,1738683752
484,garagoa,5.0824,-73.3633,21.98,59,91,1.9,CO,1738683753
485,teknaf,20.8624,92.3058,19.56,62,1,4.37,BD,1738683754
486,gizo,-8.103,156.8419,28.11,78,100,4.38,SB,1738683755
487,calingasta,-31.3308,-69.4078,30.03,28,0,4.69,AR,1738683757
488,nabari,34.6167,136.0833,-3.61,61,13,7.72,JP,1738683758
489,howrah,22.5892,88.3103,22.0,64,23,0.0,IN,1738683759
490,sassandra,4.95,-6.0833,30.72,55,53,4.77,CI,1738683760
491,kant,27.8,79.8,19.3,58,39,1.27,IN,1738683761
492,belyy yar,53.6039,91.3903,-24.06,100,96,0.0,RU,1738683762
493,svetlyy,54.675,20.1347,2.18,84,55,3.05,RU,1738683764
494,huarmey,-10.0681,-78.1522,23.91,77,100,3.74,PE,1738683765
495,santiago de cao,-7.9589,-79.2392,21.07,88,40,4.12,PE,1738683767
496,i-n-salah,27.1935,2.4607,21.01,14,0,7.17,DZ,1738683768
497,ulsteinvik,62.3432,5.8487,10.5,90,100,5.22,NO,1738683769
498,santiago del estero,-27.7951,-64.2615,40.82,20,8,6.88,AR,1738683468
499,tindouf,27.6711,-8.1474,23.25,15,0,3.09,DZ,1738683771
500,vikulovo,56.8167,70.6107,-1.81,99,100,1.51,RU,1738683772
501,dzhambeyty,50.2536,52.595,-7.26,88,94,4.41,KZ,1738683773
502,bengkulu,-3.8004,102.2655,24.06,91,100,3.4,ID,1738683774
503,tomakomai,42.6369,141.6033,-1.92,86,40,5.14,JP,1738683775
504,usinsk,65.9939,57.5281,-11.44,85,100,3.3,RU,1738683776
505,hami,42.8,93.45,-5.25,49,0,1.14,CN,1738683778
506,dmitrovsk-orlovskiy,52.505,35.1464,-2.41,77,99,3.17,RU,1738683779
507,penzance,50.1186,-5.5371,11.38,81,20,6.69,GB,1738683497
508,ad dilam,23.9915,47.1627,18.81,16,10,4.98,SA,1738683781
509,hilo,19.7297,-155.09,19.17,77,40,2.57,US,1738683783
510,dax,43.75,-1.1667,15.29,76,0,3.09,FR,1738683784
511,escarcega,18.6089,-90.7454,27.35,57,27,3.09,MX,1738683506
512,rohru,31.2167,77.75,5.42,85,4,3.02,IN,1738683787
513,yatou,37.15,122.3833,-7.11,65,23,3.29,CN,1738683788
514,altamirano,16.8833,-92.15,17.1,66,57,2.41,MX,1738683789
515,forest,37.3638,-79.2897,20.03,49,75,4.12,US,1738683790
516,happy valley-goose bay,53.3168,-60.3315,-13.83,78,100,6.17,CA,1738683791
517,panaba,21.2833,-88.2667,29.0,47,68,5.9,MX,1738683792
518,roma,43.2128,-75.4557,-1.61,78,75,6.17,US,1738683793
519,bonthe,7.5264,-12.505,30.73,48,51,5.66,SL,1738683794
520,vadso,70.0744,29.7487,-14.91,85,75,3.6,NO,1738683795
521,la paz,-16.5,-68.15,13.65,56,20,4.63,BO,1738683289
522,indre arna,60.4247,5.4764,7.12,94,100,3.54,NO,1738683798
523,askoy,60.4092,5.226,7.16,87,100,10.29,NO,1738683799
524,yuzhno-kurilsk,44.0306,145.8556,-2.03,80,50,5.22,RU,1738683800
525,quellon,-43.1167,-73.6167,15.46,67,32,2.38,CL,1738683801
526,kharp,66.8014,65.8081,-23.64,99,89,0.62,RU,1738683803
527,benguela,-12.5763,13.4055,26.86,76,98,3.4,AO,1738683804
528,nadym,65.5333,72.5167,-19.56,99,44,4.02,RU,1738683805
529,la ronge,55.1001,-105.2842,-29.86,69,20,3.09,CA,1738683716
530,tralee,52.2704,-9.7026,7.14,87,40,3.6,IE,1738683808
531,sao tome,0.3365,6.7273,27.79,78,45,3.83,ST,1738683809
532,puerto real,36.5282,-6.1901,17.36,55,20,2.06,ES,1738683811
533,egilsstadir,65.2653,-14.3948,0.95,64,0,7.2,IS,1738683812
534,port blair,11.6667,92.75,25.8,73,1,4.41,IN,1738683813
535,nelson bay,-32.7167,152.15,23.94,92,91,3.13,AU,1738683814
536,manavalakurichi,8.1333,77.3,25.05,76,37,2.64,IN,1738683815
537,rabaul,-4.1967,152.1721,28.33,71,95,3.27,PG,1738683816
538,beau vallon,-20.4189,57.6953,29.13,79,40,2.57,MU,1738683818
539,ves'yegonsk,58.664,37.2604,-4.71,94,100,1.79,RU,1738683819
540,maitum,6.0392,124.4986,25.77,85,100,1.89,PH,1738683820
541,ganjam,19.3833,85.0667,24.53,89,44,3.08,IN,1738683821
542,oranjemund,-28.55,16.4333,20.71,75,12,7.92,NA,1738683822
543,bogatoye,53.0601,51.3325,-7.46,89,100,4.45,RU,1738683824
544,cold lake,54.4502,-110.2017,-39.03,67,20,0.0,CA,1738683825
545,spas-demensk,54.4122,34.0226,-2.35,75,100,2.09,RU,1738683826
546,boksitogorsk,59.474,33.8485,-18.56,100,97,0.64,RU,1738683827
547,fisterra,42.9049,-9.2629,12.83,77,100,4.53,ES,1738683829
548,castillos,-34.1667,-53.8333,33.64,44,0,5.45,UY,1738683830
549,big bend,-26.8167,31.9333,32.91,52,6,3.6,SZ,1738683831
550,valparaiso,-33.0393,-71.6273,21.93,49,0,6.69,CL,1738683588
551,la passe,45.5549,-0.8967,9.96,69,1,1.52,FR,1738683833
552,nagqu,31.5,92.0,-3.17,20,48,0.53,CN,1738683834
553,aldama,22.9167,-98.0667,24.3,74,28,1.56,MX,1738683835
554,buka,40.8108,69.1986,5.42,48,100,0.41,UZ,1738683836
555,santo antonio,-6.3106,-35.4789,30.96,54,80,6.36,BR,1738683837
